text,label_name
Why hasn't my transaction arrived?,transfer_not_received_by_recipient
I tried to pull cash from an ATM but it wouldn't let me.,declined_cash_withdrawal
I got some cash out of the ATM over the holiday and it seems that I've been grossly overcharged. I wouldn't have done that if I knew of these outrageous charges! I need this resolved urgently.,wrong_exchange_rate_for_cash_withdrawal
The cash abroad exchange rate is applied wrong. Please advise.,wrong_exchange_rate_for_cash_withdrawal
What is taking so long with my refund?,Refund_not_showing_up
i cannot activate my card.,activate_my_card
I've noticed that is it possible to get a refund for the item?,request_refund
Hello I changed my mind and really need a refund on one of things I bought recently. Can you please cancel the transaction and get me my money back. Pls it's urgent,request_refund
Why is the exchange rate different on my recent purchase?,card_payment_wrong_exchange_rate
I was informed that transfers were free. I noticed I have a fee but why?,transfer_fee_charged
Can you explain the various transaction times shown on my statement?,transaction_charged_twice
i didn't get all the cash i asked for,wrong_amount_of_cash_received
I need help because how soon will my balance be updated to reflect my transfer?,balance_not_updated_after_bank_transfer
The ATM didn't give me what I asked for but my balance says it did,wrong_amount_of_cash_received
What steps do I have to go through in order to activate my new card?,activate_my_card
Why wasn't my payment accepted by the app I need this resolved urgently.,reverted_card_payment?
There was a direct debit from my account and I didn't authorise it,direct_debit_payment_not_recognised
i bough an item and the exchange rate was incorrect.,card_payment_wrong_exchange_rate
why is this fee being charged to me after using my card?,card_payment_fee_charged
Can you assist me? the ATM is messed up. It gave me less than I wanted.,wrong_amount_of_cash_received
What do I do to activate my new credit card,activate_my_card
Why isn't my refund on my statement?,Refund_not_showing_up
I have a payment that has not gone through yet,pending_card_payment
I need help because what is the meaning of a pending payment?,pending_card_payment
Can you explain why the ATM is giving me less money than what I asked for? Please advise.,wrong_amount_of_cash_received
i don't think the exchange rate was right.,wrong_exchange_rate_for_cash_withdrawal
I have cash deposit to my account but it is experiencing a problem,balance_not_updated_after_cheque_or_cash_deposit
I want a refund on the things i bought,request_refund
why was i double charged?,transaction_charged_twice
"I need to inform you that in my app, a direct debit payment that I didn't do shows up.",direct_debit_payment_not_recognised
I think I was charged double for something I bought - how long should I wait before reporting this? I need this resolved urgently.,transaction_charged_twice
How long does a bank transfer take to show up in available funds?,balance_not_updated_after_bank_transfer
how do i dispute a direct debit transaction?,direct_debit_payment_not_recognised
Can you assist me? there is an unauthorized payment in my statement.,card_payment_not_recognised
"I transferred a payment a couple days ago and it shows done, but it has not been received. Could you please help me?",transfer_not_received_by_recipient
Why am I having trouble withdrawing cash?,declined_cash_withdrawal
Can you please explain why I was charged an extra fee for my transfer?,transfer_fee_charged
My statement is showing an extra £1 charge and I am unsure why. Is there an explanation for this? Can you fix this issue?,extra_charge_on_statement
what is the refund policy?,request_refund
"There is a pending transaction on my account, what does this mean?",pending_card_payment
"Hello, I have an issue: how can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred.",cash_withdrawal_not_recognised
There has been a payment in the App that has not be done by me.,card_payment_not_recognised
I was not given the amount of cash I withdrew I'd appreciate your help.,wrong_amount_of_cash_received
I'm not able to activate my card how do I fix this problem?,activate_my_card
how can my new card be activated?,activate_my_card
There are a couple payments with my bank card shown that I'm not responsible for. What is going on? Maybe someone has access to my account.,card_payment_not_recognised
My account seems a bit off and getting weird charges. Please help me.,transaction_charged_twice
"I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?",transaction_charged_twice
"In the app, I see a withdrawal I didn't make.",cash_withdrawal_not_recognised
i don't think i should have been charged a fee to use my card.,card_payment_fee_charged
i received a returned payment that i made.,reverted_card_payment?
I would like to get help from someone in your customer service department with assisting me with activating my card.,activate_my_card
I can't recognise this Direct Debit payment.,direct_debit_payment_not_recognised
My statement has a cost that shouldn't have been made.,request_refund
the exchange rate from my card payment isn't right.,card_payment_wrong_exchange_rate
I think I was charged extra on my payment on last Saturday. Maybe the exchange rate was wrong? I'd like a refund.,card_payment_wrong_exchange_rate
Why hasn't my balance been updated? I've deposited a few cheques some days ago!,balance_not_updated_after_cheque_or_cash_deposit
The atm didn't give me all my cash Can you fix this issue?,wrong_amount_of_cash_received
I have a service fee that I've never seen before. It showed up after I bought something from an international seller online.,transfer_fee_charged
why cant you just refund me instead of a merchant Please advise.,Refund_not_showing_up
Can you assist me? what do I do if a transaction shows up twice?,transaction_charged_twice
The app says I made a cash withdrawal that I didn't make,cash_withdrawal_not_recognised
Extra charge during transfer,transfer_fee_charged
I am writing to report that why is the check I deposited this morning not showing up?,balance_not_updated_after_cheque_or_cash_deposit
I need help because what do I need for activation of my card?,activate_my_card
When will my returned transaction show up on my my account,Refund_not_showing_up
i have my card here with me and someone has just made a withdrawal for 500. please help!,cash_withdrawal_not_recognised
There is a fraudulent payment!,card_payment_not_recognised
I need help because it is common for an international transfer to take 2 days or longer? I made a transfer from France 2 days ago and I have not seen it yet.,balance_not_updated_after_bank_transfer
When I made a cash transfer abroad the wrong exchange rate was applied Can you fix this issue?,wrong_exchange_rate_for_cash_withdrawal
I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,transfer_not_received_by_recipient
I have been charged an extra fee when buying from your store. Why is this?,card_payment_fee_charged
Why is my refund not visible on my statement?,Refund_not_showing_up
i made a purchase with my card and i was charged a fee for using it,card_payment_fee_charged
Why did I not get the amount I specified at the ATM? Please help me.,wrong_amount_of_cash_received
What are the steps to activate the debit card as it does not seem to work?,activate_my_card
A payment in my account was made by someone I don't know Please help me.,card_payment_not_recognised
Why was the wrong rate applied when I bought something in a different currency?,card_payment_wrong_exchange_rate
I do not recognize the debit card payment.,card_payment_not_recognised
I need to inform you that someone might have access to my card! There are some strange payments showing up on my account. What do I do?,card_payment_not_recognised
Why doesn't the person I sent money to see that transfer yet?,transfer_not_received_by_recipient
Hi there! a transaction posted twice to my account.,transaction_charged_twice
The app is showing a direct debit transaction that I did not perform,direct_debit_payment_not_recognised
i noticed an extra fee when i paid with my card.,card_payment_fee_charged
What is this random charge of one pound doing on my account?,extra_charge_on_statement
why hasn't my payment gone through?,pending_card_payment
i keep checking my statements but nothing shows up! i requested a refund a long time ago but seems it's not reaching my account for some reason. can you please help me get the money back from the seller for me,Refund_not_showing_up
How do I activate my new card I just got? What should I do?,activate_my_card
My payment has been returned.,reverted_card_payment?
€1 was in my statement as an extra fee.,extra_charge_on_statement
i don't know what pending transaction means.,pending_card_payment
"I was charged twice for a restaurant, can you take the second charge off?",transaction_charged_twice
Money that I have transferred hasn't arrived yet,balance_not_updated_after_bank_transfer
How do I verify my new card?,activate_my_card
I just got my new card. How can I activate it? Please help me.,activate_my_card
My foreign currency exchange has been applied incorrectly.,card_payment_wrong_exchange_rate
i have a direct debit i didn't set up,direct_debit_payment_not_recognised
I need help with some transactions in my my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok?,card_payment_not_recognised
I was given less cash then I wanted.,wrong_amount_of_cash_received
Why wasn't my bank balance updated?,balance_not_updated_after_bank_transfer
Why did I only get $20 now the full amount I wanted? What should I do?,wrong_amount_of_cash_received
My statement has not shown my refund. What should I do?,Refund_not_showing_up
What happened to the transfer I did?,balance_not_updated_after_bank_transfer
My card was declined but it shows as multiple charges? Can you fix this issue?,transaction_charged_twice
Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later.,reverted_card_payment?
"I transferred a payment a couple days ago and it shows done, but it has not been received. Could you please help me? What should I do?",transfer_not_received_by_recipient
What information do I need to gather in order to activate my card?,activate_my_card
Why hasn't my transaction arrived to my friend yet?,transfer_not_received_by_recipient
I need to inform you that there is a pending 1£ charge on my statement. I haven't purchased anything for 1£. Why is it on my statement?,extra_charge_on_statement
I need to inform you that why did I have to pay extra because I paid with my card?,card_payment_fee_charged
I noticed that i got charged extra for using the card.,card_payment_fee_charged
My refund is not showing.,Refund_not_showing_up
I'm contacting support because i need to dispute a direct debit.,direct_debit_payment_not_recognised
a debit came through that i need to dispute.,direct_debit_payment_not_recognised
why did my payment revert I'd appreciate your help.,reverted_card_payment?
i did a transfer and was charged a fee that i shouldn't have been!,transfer_fee_charged
i just did a money transaction but its not showing they received it,transfer_not_received_by_recipient
I found a transfer fee - is that correct? I'd appreciate your help.,transfer_fee_charged
Why can't I see a wire transfer to my account?,balance_not_updated_after_bank_transfer
I was charged multiple times at the same location at the same time,transaction_charged_twice
there is money in my account that i didnt put there,cash_withdrawal_not_recognised
"looks like my card payment was duplicated after all. i went to pay at the store earlier, got declined once,second time it works. app still stays pending for one of the payments. can you please remove one of them as it's wrong and was declined?",transaction_charged_twice
"i think something went wrong, i didn't get the right amount.",wrong_amount_of_cash_received
I deposited a check a few days ago and it's still not gone in! Please help me with this,balance_not_updated_after_cheque_or_cash_deposit
I got charged twice with a duplicate debit card How do I resolve this?,transaction_charged_twice
my atm transaction was wrong,wrong_amount_of_cash_received
My statement shows and extra 1$ that was charged to it and I would like to know why. Can you fix this issue?,extra_charge_on_statement
Why has transferring money resulted in a charge?,transfer_fee_charged
I don't recognise a Direct Debit payment,direct_debit_payment_not_recognised
What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.,balance_not_updated_after_bank_transfer
A payment on my statement is wrong.,card_payment_not_recognised
What is the extra fee that was added when I used the card?,card_payment_fee_charged
What is the length of a transaction completion? Can you fix this issue?,transfer_not_received_by_recipient
Help me activate my new card.,activate_my_card
Why has transferring cash resulted in a charge?,transfer_fee_charged
there was some money taken from my account that i don't remember paying for. am i able to look up this transaction which was a few weeks ago to see who took out the money? im not sure i need a refund just want to check to make sure it's legit.,direct_debit_payment_not_recognised
I didn't receive the correct exchange rate for an item that I bought. Please help me.,card_payment_wrong_exchange_rate
Can the exchange rate change while I am in the process of making a withdrawal?,wrong_exchange_rate_for_cash_withdrawal
Still waiting on my refund...,Refund_not_showing_up
i should not have been charged a fee for my transfer.,transfer_fee_charged
"If I bought something I didn't like, can I get a refund? Please help me.",request_refund
Can you assist me? why didn't I receive the correct exchange rate for an item that I purchased?,card_payment_wrong_exchange_rate
I'm contacting support because the exchange rate for the money I took out in a foreign country is wrong.,wrong_exchange_rate_for_cash_withdrawal
"I transferred money, but I think I've been charged a fee for it?",transfer_fee_charged
"Hello, I have an issue: i don't think I was supposed to be charged so much.",transfer_fee_charged
I am seeing in the App a diret debit that its not mine I'd appreciate your help.,direct_debit_payment_not_recognised
Can you assist me? the exchange rate for my withdrawal is wrong,wrong_exchange_rate_for_cash_withdrawal
There is a payment in my app that I did not make. I have not used that card all day Please reimburse my money. Can you fix this issue?,direct_debit_payment_not_recognised
How can I make my card ready to use?,activate_my_card
Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate. Thank you.,card_payment_wrong_exchange_rate
i bought the wrong size and would like a refund,request_refund
How do I activate a card? I'd appreciate your help.,activate_my_card
My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?,balance_not_updated_after_cheque_or_cash_deposit
I noticed an extra pound charge?,extra_charge_on_statement
I paid with my card so so why was I charged a transaction fee?,card_payment_fee_charged
i sent money for my rent to my landlord but she is claiming it hasn't arrived in her account can you trace the transfer i made to make sure it arrived so i can provide proof i sent it and that it has been deposited?,transfer_not_received_by_recipient
Why did I get charged one pound seemingly randomly?,extra_charge_on_statement
How can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred.,cash_withdrawal_not_recognised
Hi there! i'm not seeing my cash deposit showing up in my account.,balance_not_updated_after_cheque_or_cash_deposit
Why would the app show a withdrawal that I did not make? I'd appreciate your help.,cash_withdrawal_not_recognised
I requested a refund from a merchant but don't see the money in my account. Are you able to check with the merchant or process the refund manually?,Refund_not_showing_up
The card payment didn't work,reverted_card_payment?
I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.,card_payment_wrong_exchange_rate
I requested money from the ATM and it didn't give me as much as I requested.,wrong_amount_of_cash_received
Why isn't my cash deposit showing up in my my account,balance_not_updated_after_cheque_or_cash_deposit
what do i do if the exchange rate was wrong for the item i bought overseas?,card_payment_wrong_exchange_rate
Why is there an uknown charge showing on my account?,card_payment_not_recognised
"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",balance_not_updated_after_cheque_or_cash_deposit
the app says that i got cash in an atm and i didn't,cash_withdrawal_not_recognised
It seems that the rate I got is incorrect.,card_payment_wrong_exchange_rate
Why is there a 1 euro fee on my statement?,extra_charge_on_statement
i exchanged russian rubles for british pounds today and got less than i expected. was exchange rate correct?,card_payment_wrong_exchange_rate
Hi there! can you activate my card pls,activate_my_card
help! in the app there is a payment that i don't remember.,card_payment_not_recognised
what is this charge i didnt do it what can i do,direct_debit_payment_not_recognised
"Hello, I noticed there is a payment from my debit card to a business that I am not familiar with. I definitely did not make this payment.",card_payment_not_recognised
i tried activating my card and it didn't work,activate_my_card
I made a transfer to my friend earlier and she hasn't received it yet. What's the hold up?,transfer_not_received_by_recipient
I am confused why there is cash I did not accept in my account,cash_withdrawal_not_recognised
What is the pending payment on my card about?,pending_card_payment
"Help me! When I was abroad, the exchange rate was wrong.",wrong_exchange_rate_for_cash_withdrawal
I'm contacting support because why hasn't payment gone through yet?,pending_card_payment
Why are you charging fees on cash withdrawals? I went to withdraw some money earlier today after buying groceries. There's a fee that wasn't there before.,cash_withdrawal_charge
Are you ripping people off with the exchange rate? It can't be that atrocious between banks. Can you fix this issue?,card_payment_wrong_exchange_rate
Can I return an item?,request_refund
There is a weird payment in my statement. I'd appreciate your help.,card_payment_not_recognised
"I've noticed that i received a refund, however I cannot see it in my account",Refund_not_showing_up
I saw there is a cash withdrawal from my my account via the app which I did not complete.,cash_withdrawal_not_recognised
Is there something wrong with the ATM? It would not let me pull cash out of my account.,declined_cash_withdrawal
"i have done a transfer within the country the day before yesterday, but it's still not there yet. can you please check what's going on with that, the account number definitely is the right one, i've checked that several times already.",transfer_not_received_by_recipient
"Hi there! i recently purchased something, and the exchange rate was wrong.",card_payment_wrong_exchange_rate
I sent a check into the system but still haven't received the cash yet,balance_not_updated_after_cheque_or_cash_deposit
Hi there! i was charged the wing amount for an item.,card_payment_wrong_exchange_rate
How do I go about getting a refund?,request_refund
I've noticed that why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments.,card_payment_fee_charged
Why did I get charged more for using my bank card,card_payment_fee_charged
when will my transfer arrive,transfer_not_received_by_recipient
Please help! I need a refund on a transaction on something I bought and I need the refund right away!,request_refund
why was a extra fee added to my account for transfer ? What should I do?,transfer_fee_charged
Why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments.,card_payment_fee_charged
Why is my check still not showing up on my account? It's been a week already Can you fix this issue?,balance_not_updated_after_cheque_or_cash_deposit
My exchange rate isn't correct. I need this resolved urgently.,card_payment_wrong_exchange_rate
is it normal to get charged extra when i use my card?,card_payment_fee_charged
Can I use my new card? Please advise.,activate_my_card
"I recently transferred some cash, but the balance has not changed. I'd appreciate your help.",balance_not_updated_after_bank_transfer
The cash I asked for still hasn't been received,wrong_amount_of_cash_received
"My new card is here, what's the process for activating it? Please advise.",activate_my_card
"I had a cheque deposited, but I don't see my money yet?",balance_not_updated_after_cheque_or_cash_deposit
I got charged a fee for transferring amount,transfer_fee_charged
"The ATM would not give me cash,why?",declined_cash_withdrawal
A random charge got added to my card,card_payment_not_recognised
Would you be so kind as to activate my card? Thanks,activate_my_card
I contacted the seller and he won't respond. Please just refund me my cash,Refund_not_showing_up
what happens when i money transaction doesn't show up on the receiving side?,transfer_not_received_by_recipient
i received less cash than the amount i specified in the atm.,wrong_amount_of_cash_received
When are you going to transfer the money?,transfer_not_received_by_recipient
Why is the payment on my card still pending?,pending_card_payment
is there a reason why there is an extra £1 charge on my account?,extra_charge_on_statement
I have an unauthorized direct debit on my account,direct_debit_payment_not_recognised
I keep checking my statements but nothing shows up.I requested a refund a long time ago but seems like it's not submitting my account for some reason. Can you please help me get the money back from the seller for me,Refund_not_showing_up
My money transaction hasn't arrived.,transfer_not_received_by_recipient
"I need to inform you that i do not understand why there is a pending 1£ charge on my statement, I do not recall making this transaction. Can you please tell me what this is about?",extra_charge_on_statement
tell me how to get a refund for something I bought.,request_refund
I need to inform you that the exchange rate for my payment last Saturday must be wrong because I was charged extra.,card_payment_wrong_exchange_rate
There is a duplicate payment on my card. Why?,transaction_charged_twice
You shorted me funds when I tried to make a withdrawal.,wrong_amount_of_cash_received
I did not make a cash withdrawal that is on my statement,cash_withdrawal_not_recognised
Is my card ready for use or does it need activated and if so how?,activate_my_card
I've noticed that how did the extra charge on my card come in effect?,card_payment_fee_charged
Can I dispute a debit payment that I am seeing that I didn't make from a couple of months ago?,direct_debit_payment_not_recognised
"Hello, I have an issue: when will my deposit be processed?",balance_not_updated_after_cheque_or_cash_deposit
I need to inform you that why was there an extra charge with the withdrawal of my money?,cash_withdrawal_charge
I've noticed that why is there a charge when I took out money?,cash_withdrawal_charge
How do I turn on my new card?,activate_my_card
The app isn't showing my transactions,transfer_not_received_by_recipient
I do not recongize a payment in my bank account,card_payment_not_recognised
"I made a payment a while ago and it is still showing as ""pending"" in the account. How long will this payment take to complete?",pending_card_payment
I've noticed that when will the balance on my account change form a transfer,balance_not_updated_after_bank_transfer
Why was I charged a fee to bank transfer money?,transfer_fee_charged
i bought something abroad and the exchange rate applied is wrong,card_payment_wrong_exchange_rate
An extra fee of €1 was in my statement,extra_charge_on_statement
i have a direct debit on my records that is strange and i need help.,direct_debit_payment_not_recognised
Why hasn't my transaction completed?,transfer_not_received_by_recipient
I sent money about 5 days ago and the recipient has not received the money yet. I need this resolved urgently.,transfer_not_received_by_recipient
my money transaction hasn't arrived.,transfer_not_received_by_recipient
I had to pay a fee when buying items with my credit card,card_payment_fee_charged
i am being charged the wrong amount on my card.,card_payment_wrong_exchange_rate
"that fee should not be there, you charged my cash for an unnecessary thing.",cash_withdrawal_charge
I didn't make this payment!,card_payment_not_recognised
I can't see my cash deposit in my bank account,balance_not_updated_after_cheque_or_cash_deposit
activate my card,activate_my_card
I need help because how long does it take for a cheque to post to your account?,balance_not_updated_after_cheque_or_cash_deposit
The amount of money I pushed at the atm machine did not come out of the machine.,wrong_amount_of_cash_received
My debit card needs to be activated.,activate_my_card
i looked on the app and it says i withdrew cash. i didn't!,cash_withdrawal_not_recognised
Have have a small charge on my account from someone I purchased with but I'm not sure what it relates to.,extra_charge_on_statement
I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap. Please help me.,card_payment_wrong_exchange_rate
"Hello, I have an issue: i made a purchase with my card and I was charged a fee for using it",card_payment_fee_charged
I need help because i'm wondering how long it takes for my money to get to me after a bank transfer.,balance_not_updated_after_bank_transfer
Why was I not able to get cash from the ATM?,declined_cash_withdrawal
I need to inform you that how can I tell if my card payment is reverted?,reverted_card_payment?
"Hi, I am trying to buy something online, but i think there is some issue in my debit card As payment is reverted. Please help me in this as i am facing the same issue from last two weeks.",reverted_card_payment?
There is a payment showing on my app that I didn't do. Will you please cancel this payment and refund my money ?,direct_debit_payment_not_recognised
Hi there! what is this fee for card payment?,card_payment_fee_charged
Please help me with the activation of the new bank card,activate_my_card
I couldn't complete debit card activation.,activate_my_card
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back? What should I do?",wrong_amount_of_cash_received
i am reluctant to use atms international because i don't get an accurate exchange rate,wrong_exchange_rate_for_cash_withdrawal
I only got some of the cash I requested from the ATM,wrong_amount_of_cash_received
i do not know what this fee is for,direct_debit_payment_not_recognised
Why did using an ATM cause me to be charged an additional fee? What should I do?,cash_withdrawal_charge
i am inquiring about why there was an extra fee charged when i used an atm.,cash_withdrawal_charge
I thought I was going to receive more currency?,wrong_exchange_rate_for_cash_withdrawal
My card payment had the wrong exchange rate Can you fix this issue?,card_payment_wrong_exchange_rate
When did you start charging to make a withdrawal? How much is it now? I always thought it was free.,cash_withdrawal_charge
"I need to inform you that on my app I can see that a direct debit payment that I didn't do, appears.",direct_debit_payment_not_recognised
During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere?,transfer_fee_charged
I'm contacting support because why has my card payment not yet been applied to my account?,pending_card_payment
I noticed a duplicate charge on my statement.,transaction_charged_twice
Why wont the ATM give me cash? Please advise.,declined_cash_withdrawal
why aren't my payment funds available to me?,pending_card_payment
I tried to get cash in the ATM but it was not approved Can you fix this issue?,declined_cash_withdrawal
why does my transaction have an added fee?,extra_charge_on_statement
Why do I have a deduction for an ATM withdrawal? I thought these were free?,cash_withdrawal_charge
i would like to dispute a direct debit transaction,direct_debit_payment_not_recognised
explain why a card payment would be cancelled?,reverted_card_payment?
how do i avoid charges in the future Please advise.,card_payment_fee_charged
Somebody is taking money out of my account without my approval in another town separate from me. Please place a freeze on my account until I can make it to the bank. I need this resolved urgently.,cash_withdrawal_not_recognised
Why did you charge me a fee when I made a transfer?,transfer_fee_charged
Why are you charging fees on cash withdrawals? I went to withdraw some money earlier today after buying groceries. There's a fee that wasn't there before. Can you fix this issue?,cash_withdrawal_charge
"my card payment is showing up as pending for a very long time, what's going on with that, it should be going through at some point?",pending_card_payment
"On my last trip, I received the incorrect exchange rate. I need this resolved urgently.",wrong_exchange_rate_for_cash_withdrawal
Can you assist me? why was a fee charged to me for transferring money?,transfer_fee_charged
"My card has been pending for a while, what should I do?",pending_card_payment
I am travelling and I tried to withdraw cash but didn't get what I was supposed to get. Can you fix this issue?,wrong_exchange_rate_for_cash_withdrawal
I need help because how can we correct a mistake on an ATM transaction? The app shows what I should have gotten.,wrong_amount_of_cash_received
I would like my money back for an item I purchased I need this resolved urgently.,request_refund
I need to inform you that i would like my card activated.,activate_my_card
when will I get my refund?,Refund_not_showing_up
I've noticed that how long does a transfer from the United Kingdom take? I haven't seen it show up yet in my bank account and want to make sure I get the transfer.,balance_not_updated_after_bank_transfer
There is a cash withdrawl I don't remember.,cash_withdrawal_not_recognised
Asked for $100 but only got $20. Why would this happen?,wrong_amount_of_cash_received
Why did I have to pay extra because I paid with my card?,card_payment_fee_charged
Why am I charged a fee for getting cash?,cash_withdrawal_charge
The exchange rate looks wrong on a holiday purchase,card_payment_wrong_exchange_rate
I'm contacting support because my balance was not updated with my checque or cash deposit.,balance_not_updated_after_cheque_or_cash_deposit
I made a transfer a couple hours ago but my balance has not been updated. Why is this? Shouldnt this be instant?,balance_not_updated_after_bank_transfer
i didnt get the correct exchange rate for getting cash,wrong_exchange_rate_for_cash_withdrawal
I didn't withdraw the amount of cash that is showing up in the app.,cash_withdrawal_not_recognised
why did the cash deposit not show up in my account?,balance_not_updated_after_cheque_or_cash_deposit
"Hello, I have an issue: i need assistance to activate the card on my account.",activate_my_card
"There must have been a mistake, why was I charged an extra pound?",extra_charge_on_statement
Why has another fee been placed on my statement?,extra_charge_on_statement
When does a UK transfer show up?,balance_not_updated_after_bank_transfer
I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her? I'd appreciate your help.,transfer_not_received_by_recipient
How long does it take for a purchase to go from pending to authorised?,pending_card_payment
